timestamp,robot_id,move_x,move_y,move_w,actuation_kick_strength,actuation_front,actuation_chip,actuation_charge,actuation_dribbler,actuation_dribbler_velocity
2197.426646272,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.42672128,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.42672256,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.426715136,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.426741504,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.42674304,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.440720384,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.44073088,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.440818432,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.44081024,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.440876288,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.440878336,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.4408896,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.445504512,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.445532672,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.44551808,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.44555776,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.445566976,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.445552384,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.44555136,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.445609984,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.445620736,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.458465792,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.458477312,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.458478336,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.4585088,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.458489088,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.458495744,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.45850496,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463489536,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463501312,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.46351744,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463490048,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463564032,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463480832,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463586048,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.463516416,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477201408,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477207808,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.47721856,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477231872,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.47724416,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477171712,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477274624,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477269504,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.477320192,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.481097984,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.481116416,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.481113088,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.481126912,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.48113536,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.481151232,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.4811264,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.4924288,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.49249792,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.492524032,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.49253632,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.492514816,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.49249152,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.492573696,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496402944,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496423424,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496430848,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496443648,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496437504,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496453376,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496457216,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496444416,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.496449536,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.51282688,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.512840448,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.512887808,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.512955904,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.512964864,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.512971776,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.51298304,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531316992,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.5313088,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531344128,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531361792,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531367936,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531352064,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531361024,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531386112,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.531427328,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532347904,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532358912,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532370176,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532374784,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532383744,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532418048,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532421888,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532420096,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532446464,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532459264,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.532474624,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549755392,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549755904,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549747712,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549819648,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549776128,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549831936,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549838592,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549829888,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.54981248,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.549862656,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.55094272,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.55095936,6,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.550945024,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.550968064,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.550985984,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.550955264,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2197.55095424,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
