timestamp,team,robot_id,position_x,position_y,position_w
598.76946688,robots_blue,11,-3808.831298828125,-1190.918212890625,-1.2146668434143066
598.76946688,robots_blue,13,-3733.40576171875,-1980.1307373046875,-1.3577371835708618
598.76946688,robots_blue,0,-4053.35888671875,-1008.3098754882812,-1.1592776775360107
598.76946688,robots_blue,2,-4789.2060546875,-2001.1837158203125,-0.839392364025116
598.76946688,robots_blue,4,-1796.5806884765625,-3283.631103515625,-3.029978036880493
598.76946688,robots_blue,3,-4257.1181640625,-2587.959228515625,-0.6495763659477234
598.76946688,robots_blue,10,-5852.158203125,-493.51690673828125,-0.9084537029266357
598.76946688,robots_yellow,8,-561.0051879882812,-2728.738037109375,-2.580928087234497
598.76946688,robots_yellow,5,-1879.4434814453125,-1869.3704833984375,-2.343869924545288
598.76946688,robots_yellow,4,-3550.558349609375,-414.6388244628906,-1.6147710084915161
598.76946688,robots_yellow,2,-2745.759521484375,-2965.62939453125,3.04565167427063
598.76946688,robots_yellow,3,-3520.050537109375,-3574.950439453125,1.7659236192703247
598.78585216,robots_blue,11,-3809.57177734375,-1161.2982177734375,-1.2212011814117432
598.78585216,robots_blue,13,-3725.44384765625,-1958.6875,-1.3514915704727173
598.78585216,robots_blue,2,-4783.740234375,-2001.8846435546875,-0.8425196409225464
598.78585216,robots_blue,3,-4263.19921875,-2569.068603515625,-0.6523656249046326
598.78585216,robots_blue,4,-1805.83544921875,-3283.156494140625,-3.0405702590942383
598.78585216,robots_blue,10,-5851.96826171875,-492.21807861328125,-0.8951993584632874
598.78585216,robots_yellow,8,-554.3345336914062,-2734.019775390625,-2.5536510944366455
598.78585216,robots_yellow,4,-3551.069580078125,-415.63726806640625,-1.6049937009811401
598.78585216,robots_yellow,3,-3509.9921875,-3584.2080078125,1.747560977935791
598.78585216,robots_yellow,5,-1879.388916015625,-1869.609619140625,-2.343294620513916
598.78585216,robots_yellow,2,-2727.9833984375,-2946.003662109375,3.007108449935913
598.79758976,robots_yellow,6,3964.252685546875,-756.2711791992188,-2.801846504211426
598.79758976,robots_yellow,0,5609.46875,-181.43463134765625,-2.839672327041626
598.79758976,robots_yellow,8,-570.593505859375,-2738.203125,-2.5220158100128174
598.79759872,robots_blue,11,-3810.384033203125,-1131.87353515625,-1.2395340204238892
598.79759872,robots_blue,13,-3718.51806640625,-1940.083740234375,-1.348909854888916
598.79759872,robots_blue,2,-4777.3759765625,-2002.0802001953125,-0.8256282806396484
598.79759872,robots_blue,0,-4051.2294921875,-944.5858154296875,-1.1781737804412842
598.79759872,robots_blue,3,-4269.91943359375,-2549.4326171875,-0.6415783166885376
598.79759872,robots_blue,4,-1814.7716064453125,-3283.250732421875,-3.035123586654663
598.79759872,robots_blue,10,-5851.724609375,-491.1845703125,-0.9225213527679443
598.79759872,robots_yellow,8,-549.6195068359375,-2735.377685546875,-2.522550106048584
598.79759872,robots_yellow,4,-3550.739013671875,-414.72772216796875,-1.609179973602295
598.79759872,robots_yellow,5,-1878.005126953125,-1870.4813232421875,-2.3435568809509277
598.79759872,robots_yellow,3,-3500.2880859375,-3595.02490234375,1.740181565284729
598.79759872,robots_yellow,2,-2709.42919921875,-2926.72119140625,2.9724671840667725
598.811995648,robots_yellow,6,3964.796875,-754.335693359375,-2.7993125915527344
598.811995648,robots_yellow,8,-565.7117919921875,-2739.793701171875,-2.5017220973968506
598.811995648,robots_yellow,0,5609.6025390625,-181.95758056640625,-2.8520822525024414
598.812004864,robots_blue,11,-3811.728515625,-1103.870849609375,-1.250119686126709
598.812004864,robots_blue,2,-4771.52490234375,-2003.2891845703125,-0.8316782712936401
598.812004864,robots_blue,4,-1824.3470458984375,-3284.22802734375,-3.0311124324798584
598.812004864,robots_blue,0,-4051.114013671875,-913.748046875,-1.1795198917388916
598.812004864,robots_blue,3,-4274.78125,-2532.7861328125,-0.639494001865387
598.812004864,robots_yellow,8,-544.465576171875,-2738.3515625,-2.49228572845459
598.812004864,robots_yellow,4,-3550.35205078125,-413.9244689941406,-1.6140106916427612
598.812004864,robots_yellow,5,-1878.855224609375,-1869.0079345703125,-2.341403007507324
598.812004864,robots_yellow,3,-3488.177978515625,-3602.0888671875,1.7435882091522217
598.812004864,robots_yellow,2,-2689.134033203125,-2906.466552734375,2.9384310245513916
598.828934656,robots_blue,11,-3812.29833984375,-1077.40869140625,-1.26174795627594
598.828934656,robots_blue,13,-3702.617919921875,-1898.1337890625,-1.3479390144348145
598.828934656,robots_blue,0,-4050.31201171875,-883.0950927734375,-1.1823029518127441
598.828934656,robots_blue,2,-4765.57080078125,-2003.028564453125,-0.825596809387207
598.828934656,robots_blue,3,-4278.8447265625,-2516.901123046875,-0.6427527070045471
598.828934656,robots_blue,4,-1835.906982421875,-3285.0,-3.05098032951355
598.828934656,robots_blue,10,-5851.06103515625,-489.32470703125,-0.9040829539299011
598.828934656,robots_yellow,8,-541.5287475585938,-2740.558349609375,-2.4737038612365723
598.828934656,robots_yellow,4,-3549.2841796875,-414.5880432128906,-1.6140607595443726
598.828934656,robots_yellow,2,-2670.808837890625,-2886.02978515625,2.920882225036621
598.828934656,robots_yellow,3,-3477.893310546875,-3607.958740234375,1.7404338121414185
598.828934656,robots_yellow,5,-1878.9940185546875,-1869.7054443359375,-2.3506906032562256
598.841580544,robots_blue,11,-3812.774658203125,-1052.3563232421875,-1.2616243362426758
598.841580544,robots_blue,13,-3694.5771484375,-1877.783447265625,-1.3235390186309814
598.841580544,robots_blue,2,-4759.53369140625,-2003.231201171875,-0.8289180397987366
598.841580544,robots_blue,0,-4048.91845703125,-851.1818237304688,-1.1866862773895264
598.841580544,robots_blue,4,-1846.96875,-3285.94287109375,-3.037456512451172
598.841580544,robots_blue,3,-4280.443359375,-2499.823974609375,-0.6341850161552429
598.841580544,robots_blue,10,-5851.47265625,-488.61932373046875,-0.9094066023826599
598.841580544,robots_yellow,8,-541.37890625,-2742.73291015625,-2.441892147064209
598.841580544,robots_yellow,4,-3550.570556640625,-415.5598449707031,-1.6085364818572998
598.841580544,robots_yellow,3,-3467.71923828125,-3613.8916015625,1.7275158166885376
598.841580544,robots_yellow,5,-1878.6199951171875,-1869.9713134765625,-2.3413007259368896
598.841580544,robots_yellow,2,-2651.606201171875,-2866.37109375,2.9025516510009766
598.85525888,robots_blue,13,-3686.89599609375,-1856.438232421875,-1.332101583480835
598.85525888,robots_blue,11,-3811.650390625,-1028.48876953125,-1.2696723937988281
598.85525888,robots_blue,0,-4048.69970703125,-820.7470703125,-1.1973286867141724
598.85525888,robots_blue,3,-4283.9560546875,-2483.186767578125,-0.6097387671470642
598.85525888,robots_blue,2,-4754.10986328125,-2003.1142578125,-0.8233539462089539
598.85525888,robots_blue,4,-1859.4849853515625,-3288.199951171875,-3.035835027694702
598.85525888,robots_blue,10,-5851.6748046875,-487.63983154296875,-0.896037220954895
598.85525888,robots_yellow,8,-538.6891479492188,-2742.319580078125,-2.4097418785095215
598.85525888,robots_yellow,4,-3551.507080078125,-414.5909423828125,-1.6146596670150757
598.85525888,robots_yellow,3,-3458.91943359375,-3617.990478515625,1.7363816499710083
598.85525888,robots_yellow,5,-1878.225341796875,-1869.4873046875,-2.3405559062957764
598.85525888,robots_yellow,2,-2629.925048828125,-2843.757568359375,2.8904030323028564
598.869455872,robots_blue,11,-3811.3251953125,-1004.32275390625,-1.2696583271026611
