timestamp,team,robot_id,position_x,position_y,position_w,velocity_x,velocity_y,velocity_norm
4625.782507776,allies,0,-5600.813632393712,-137.99966944541538,-0.14913049194461106,-1.1932675124360586,0.8463782373268185,1.4629571001419663
4625.782507776,allies,1,3138.4030542183573,-835.2011185385597,-1.0128433853135532,-11.575702683119967,871.3938537977458,871.4707369321676
4625.782507776,allies,3,3495.308029090557,348.78159670451237,-1.0184023409847809,630.5714731511204,335.71054632591927,714.3682199443234
4625.782507776,allies,4,-3965.663589006113,-580.2143628847964,-0.3119000382840148,-1.9300494622390436,-0.7363786459095012,2.0657551734996895
4625.782507776,allies,5,4444.496850534624,-3077.8695883944406,-0.04732375050093107,339.0667427940898,1052.5503679760686,1105.8157772411962
4625.782507776,allies,6,1871.3732095419998,-1895.5853044635494,-0.2954778028603087,72.10887199325565,11.754341666111634,73.06061844895248
4625.782507776,allies,7,5569.20695638677,-3150.7352282996467,1.0743444380088847,-140.21741296308375,-237.12145106613318,275.47686918100504
4625.782507776,allies,8,-565.5842233337725,732.1009323838832,-0.41495659550515995,6.030284184419645,1.536602224775293,6.22297949072999
4625.782507776,enemies,2,3806.980224454366,-1152.9245331868015,-0.7960086572684836,-209.35025175753174,1151.1584699043221,1170.0398927999856
4625.782507776,enemies,3,3791.5904007673703,-137.81006144633497,-1.038121685373627,-261.7340105740381,829.8095068721154,870.108332327943
4625.782507776,enemies,4,5378.19056471032,-3175.0263887027654,2.6795611365020866,-142.8662953745934,-54.43543274925488,152.88556077229535
4625.782507776,enemies,10,5901.693474061818,-777.7706754247788,-1.8137705193002727,1.308725563334611,2.1351047081350494,2.504283273678509
4625.782507776,enemies,11,5106.713076047085,-2294.160288319107,-1.0682737695096753,625.2987554021845,-39.00420810038589,626.5140555143669
4625.782507776,enemies,14,5578.234975935105,-2189.489445393103,-1.7884189134757211,4.723492832098604,-0.00414649295186089,4.723494652086598
4625.793178112,allies,0,-5600.787666967022,-137.79504484625662,-0.14938989478062334,-1.1179500924379493,2.1113207818929314,2.389034920890651
4625.793178112,allies,1,3141.294184418133,-825.1179616601861,-1.0241293757552183,8.223891900269725,863.0253178171462,863.0645002497631
4625.793178112,allies,3,3501.541804926373,350.9099277707463,-1.020778095631755,620.6365995401928,319.77673822968654,698.1740119781251
4625.793178112,allies,4,-3965.55513185301,-580.5524729638914,-0.3120007928272725,-1.6865885404616185,-2.802250828586736,3.2706559909491397
4625.793178112,allies,5,4451.485492527067,-3066.9320866814614,-0.0782635351916984,358.0961041250117,1036.5699240057766,1096.6813699260385
4625.793178112,allies,6,1871.721835042229,-1895.5139408716057,-0.29895883960021946,70.82763239748724,10.550854026537133,71.60917561125025
4625.793178112,allies,7,5566.502657841867,-3152.9975861896405,1.0835398704200807,-145.05563565179932,-230.31591568294402,272.18846127494186
4625.793178112,allies,8,-565.6667632820433,732.3084895623695,-0.4141004500651802,5.776727146277615,1.94091870551488,6.094074330360459
4625.793178112,enemies,2,3804.3529278797064,-1137.3545228259031,-0.8115472771637853,-209.9680155125575,1156.9658995200912,1175.8642184328153
4625.793178112,enemies,3,3787.8680204511998,-124.44502228134587,-1.0362373328807042,-267.4088358865202,849.3482867414865,890.4493234883624
4625.793178112,enemies,4,5375.231615387731,-3173.493873252706,2.6711059602997524,-154.38037233006963,-39.83932052501497,159.43798424674657
