timestamp,position_x,position_y
4791.029232128,-5720.15966796875,-4218.42529296875
4791.042771712,-5719.36865234375,-4217.525390625
4791.055862272,-5719.99072265625,-4218.35302734375
4791.070149376,-5719.18212890625,-4218.6796875
4791.083867392,-5718.7177734375,-4217.62109375
4791.098603264,-5719.02490234375,-4218.25146484375
4791.11478656,-5719.6328125,-4218.52880859375
4791.127464192,-5719.62109375,-4218.5986328125
4791.141692416,-5719.2236328125,-4218.40576171875
4791.156000768,-5719.7197265625,-4218.869140625
4791.170253056,-5719.33203125,-4218.51513671875
4791.18467712,-5719.43017578125,-4218.49462890625
4791.19855616,-5719.296875,-4217.8896484375
4791.212233216,-5720.0830078125,-4219.44287109375
4791.22732288,-5718.96240234375,-4219.33544921875
4791.242580736,-5719.46875,-4219.54931640625
4791.255520256,-5718.83642578125,-4218.79736328125
4791.269904384,-5719.92724609375,-4219.220703125
4791.28446592,-5720.16650390625,-4220.1435546875
4791.29842048,-5720.34326171875,-4219.3046875
4791.31270272,-5719.47705078125,-4219.0224609375
4791.327253504,-5720.1943359375,-4219.76806640625
4791.358861824,-5718.7861328125,-4219.91943359375
4791.37154432,-5719.18212890625,-4220.7802734375
4791.399181824,-5717.40234375,-4224.77587890625
4791.413041408,-5717.24609375,-4227.03662109375
4791.769833984,-5718.21484375,-4352.45361328125
4791.784372992,-5714.08837890625,-4428.38720703125
4791.798731776,-5710.9287109375,-4506.82568359375
4791.81339264,-5705.3994140625,-4581.22900390625
4791.832022784,-5698.58154296875,-4653.796875
4791.870429184,-5691.11083984375,-4784.5166015625
4791.884152576,-5691.203125,-4736.4541015625
4791.89926656,-5689.68359375,-4688.5595703125
4791.914029056,-5687.93408203125,-4637.81005859375
4791.927717632,-5683.083984375,-4587.76708984375
4791.943305472,-5678.18994140625,-4537.095703125
4791.95716992,-5673.18701171875,-4484.1767578125
4791.972287232,-5671.2373046875,-4442.0654296875
4791.98395392,-5672.70849609375,-4402.80419921875
4791.99840512,-5671.0068359375,-4361.25830078125
4792.012636672,-5666.44384765625,-4318.5166015625
4792.027760896,-5664.2919921875,-4275.138671875
4792.042818816,-5657.67041015625,-4227.86962890625
4792.056307712,-5649.18701171875,-4198.669921875
4792.071302144,-5634.453125,-4179.85009765625
4792.084161536,-5618.02001953125,-4161.146484375
