timestamp,game_state_name
416.165258496,DirectAlly
416.191264,DirectAlly
416.216786176,DirectAlly
416.224434176,DirectAlly
416.241868288,DirectAlly
416.26761472,DirectAlly
416.293273088,DirectAlly
416.319041792,DirectAlly
416.344554496,DirectAlly
416.370592,DirectAlly
416.396017664,DirectAlly
416.420954624,DirectAlly
416.446715392,DirectAlly
416.471986688,DirectAlly
416.497755392,DirectAlly
416.523874048,DirectAlly
416.550244352,DirectAlly
416.575265792,DirectAlly
416.600718848,DirectAlly
416.626225664,DirectAlly
416.652367872,DirectAlly
416.678003968,DirectAlly
416.704598528,DirectAlly
416.729997568,DirectAlly
416.75663872,DirectAlly
416.78150016,DirectAlly
416.808129792,DirectAlly
416.8329408,DirectAlly
416.858907136,DirectAlly
416.885826816,DirectAlly
416.909883648,DirectAlly
416.935717376,DirectAlly
416.96169216,GameRunning
416.991771648,GameRunning
417.0142208,GameRunning
417.041158656,GameRunning
417.06369536,GameRunning
417.09131648,GameRunning
417.116240896,GameRunning
417.145100544,Stop
417.166864896,Stop
417.192913664,Stop
417.224167936,Stop
417.244743168,Stop
417.269789952,GameRunning
417.295433728,GameRunning
417.321863168,GameRunning
417.347921152,GameRunning
417.373261824,GameRunning
417.40083072,GameRunning
417.424133632,GameRunning
417.450757888,GameRunning
417.474714624,GameRunning
417.501691648,GameRunning
417.527864576,GameRunning
417.5532224,GameRunning
417.580485376,GameRunning
417.605539328,GameRunning
417.629685248,GameRunning
417.661700096,GameRunning
417.681196288,GameRunning
417.707211008,GameRunning
417.734196992,GameRunning
417.759739136,GameRunning
417.78955904,GameRunning
417.809886208,GameRunning
417.835821824,GameRunning
417.862317568,GameRunning
417.889665536,GameRunning
417.913622784,GameRunning
417.938253056,GameRunning
417.963838208,GameRunning
417.990226176,GameRunning
418.016402176,GameRunning
418.05353088,GameRunning
418.06721408,GameRunning
418.092456448,GameRunning
418.120541696,GameRunning
418.144713472,GameRunning
418.171552256,GameRunning
418.195593472,GameRunning
418.221094656,GameRunning
418.24657792,GameRunning
418.27730304,GameRunning
418.299155712,GameRunning
418.32446848,GameRunning
418.352538368,GameRunning
418.380506624,GameRunning
418.403259392,GameRunning
418.428626944,GameRunning
418.453312768,GameRunning
418.480082176,GameRunning
418.509429504,GameRunning
418.530693632,GameRunning
418.555432448,GameRunning
418.580997632,GameRunning
418.606462208,GameRunning
418.634116608,GameRunning
418.662395648,GameRunning
418.686433024,GameRunning
418.71339136,GameRunning
418.73748864,GameRunning
418.767443456,GameRunning
418.795449088,GameRunning
418.81666816,GameRunning
418.843346432,GameRunning
418.865650432,GameRunning
418.8915712,GameRunning
418.918402816,GameRunning
418.944394752,GameRunning
418.974674688,GameRunning
418.99566464,GameRunning
419.020446976,GameRunning
419.048430336,GameRunning
419.07344128,GameRunning
419.110776064,GameRunning
419.123457792,GameRunning
419.15115008,GameRunning
419.176130816,GameRunning
419.203683584,GameRunning
419.230525184,GameRunning
419.254705152,GameRunning
419.28658176,GameRunning
419.3053632,GameRunning
419.306747136,GameRunning
419.334196224,GameRunning
419.361033984,GameRunning
419.3852288,GameRunning
419.41160192,GameRunning
419.435948544,GameRunning
419.461217536,GameRunning
419.488249856,GameRunning
419.511451392,GameRunning
419.535866624,GameRunning
419.537408512,GameRunning
419.562176,GameRunning
419.591019776,GameRunning
419.621995008,GameRunning
419.64015232,GameRunning
419.665271296,GameRunning
419.69118208,GameRunning
419.720759296,GameRunning
419.749489664,GameRunning
419.771145216,GameRunning
419.793618176,GameRunning
419.820509184,GameRunning
419.845304832,GameRunning
419.872655616,GameRunning
419.873777152,GameRunning
419.902240768,GameRunning
419.924629504,GameRunning
419.952841728,GameRunning
419.975529984,GameRunning
419.977084416,GameRunning
420.0050624,GameRunning
420.028731136,GameRunning
420.053684224,GameRunning
420.0793792,GameRunning
420.109030656,GameRunning
420.13156864,GameRunning
420.157250816,GameRunning
420.182630656,GameRunning
420.210833664,GameRunning
420.232495872,GameRunning
420.232670464,GameRunning
420.258971648,GameRunning
420.295534592,GameRunning
420.310487296,GameRunning
420.335916544,GameRunning
420.361504512,GameRunning
420.391298816,GameRunning
420.414148352,GameRunning
420.441682176,GameRunning
420.465016064,GameRunning
420.490183168,GameRunning
420.516391168,GameRunning
420.546772224,GameRunning
420.571568384,GameRunning
420.595489536,GameRunning
420.622366976,GameRunning
420.64670208,GameRunning
420.681921536,GameRunning
420.700993536,GameRunning
420.723592704,GameRunning
420.749852672,GameRunning
420.775347712,GameRunning
420.80131584,GameRunning
420.8295424,GameRunning
420.852713216,GameRunning
420.880179968,GameRunning
420.907286272,GameRunning
420.93439104,GameRunning
420.956759808,GameRunning
420.980830976,GameRunning
421.008405504,GameRunning
421.033720832,GameRunning
421.066285056,GameRunning
421.085306368,GameRunning
421.110182656,GameRunning
421.136091648,GameRunning
421.1616,GameRunning
421.189320192,GameRunning
421.214184704,GameRunning
421.23856896,GameRunning
