timestamp,game_state_name
1325.878798848,DefendFreeKick
1325.903837696,DefendFreeKick
1325.929633536,DefendFreeKick
1325.95554944,DefendFreeKick
1325.981633024,DefendFreeKick
1326.007921664,DefendFreeKick
1326.033891584,DefendFreeKick
1326.058252544,DefendFreeKick
1326.084505344,DefendFreeKick
1326.11038976,DefendFreeKick
1326.136062208,DefendFreeKick
1326.162099456,DefendFreeKick
1326.1872,DefendFreeKick
1326.213245184,DefendFreeKick
1326.238231296,DefendFreeKick
1326.2637056,DefendFreeKick
1326.288884224,DefendFreeKick
1326.315541504,DefendFreeKick
1326.340787456,DefendFreeKick
1326.366200576,DefendFreeKick
1326.391446784,DefendFreeKick
1326.41728128,DefendFreeKick
1326.44335232,DefendFreeKick
1326.468315392,DefendFreeKick
1326.476952832,DefendFreeKick
1326.494870784,DefendFreeKick
1326.520776704,DefendFreeKick
1326.546814208,DefendFreeKick
1326.572453888,DefendFreeKick
1326.57682944,DefendFreeKick
1326.597946368,DefendFreeKick
1326.623868672,DefendFreeKick
1326.652679168,GameRunning
1326.676019712,GameRunning
1326.701560832,GameRunning
1326.727668224,GameRunning
1326.753085696,GameRunning
1326.781984512,GameRunning
1326.80479488,GameRunning
1326.830086144,GameRunning
1326.856532736,GameRunning
1326.881613824,GameRunning
1326.910675712,GameRunning
1326.932588288,GameRunning
1326.95839104,GameRunning
1326.98544,GameRunning
1327.010672128,GameRunning
1327.037634304,GameRunning
1327.066693376,GameRunning
1327.087770368,GameRunning
1327.114740224,GameRunning
1327.139618048,GameRunning
1327.167331584,GameRunning
1327.190864896,GameRunning
1327.21690752,GameRunning
1327.24254208,GameRunning
1327.268576768,GameRunning
1327.294977536,GameRunning
1327.319348224,GameRunning
1327.344875264,GameRunning
1327.370266368,GameRunning
1327.397260032,GameRunning
1327.424729088,GameRunning
1327.448431872,GameRunning
1327.474608896,GameRunning
1327.500204544,GameRunning
1327.527499264,GameRunning
1327.534099712,GameRunning
1327.553177088,GameRunning
1327.580801024,GameRunning
1327.604006912,GameRunning
1327.629682688,GameRunning
1327.633926144,GameRunning
1327.65516928,GameRunning
1327.681058816,GameRunning
1327.710404608,GameRunning
1327.734948608,GameRunning
1327.758418688,GameRunning
1327.786575616,GameRunning
1327.811627264,GameRunning
1327.838230528,GameRunning
1327.864152064,GameRunning
1327.890505472,GameRunning
1327.915894784,GameRunning
1327.942008064,GameRunning
1327.968410112,GameRunning
1327.997609728,GameRunning
1328.019954432,GameRunning
1328.045677312,GameRunning
1328.071169792,GameRunning
1328.098055424,GameRunning
