timestamp,robot_id,move_x,move_y,move_w,actuation_kick_strength,actuation_front,actuation_chip,actuation_charge,actuation_dribbler,actuation_dribbler_velocity
2729.368745728,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.36879232,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.36881408,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.36882944,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.368722432,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.369053952,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.371643392,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.371671552,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.371695872,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.37173248,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.371782912,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.37179904,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.371813888,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.371831552,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.372314112,6,-0.048481561592433726,-0.050492951840420824,-0.005822628562039256,0.0,False,False,False,False,0.0
2729.372393472,7,0.08094695250520526,-0.035173875953769765,0.017626627985695007,0.0,False,False,False,False,0.0
2729.372474368,0,0.0,-0.0,0.010421045271734286,6.5,False,True,False,False,0.0
2729.37729664,1,0.2653643050058004,0.5107426462850273,-0.36664328641360483,0.0,False,False,False,False,0.0
2729.384514816,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.384599296,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.384726272,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.38479872,3,0.0,0.0,0.0,0.0,False,False,False,False,0.0
2729.387748096,0,0.0,-0.0,0.009361727229830663,6.5,False,True,False,False,0.0
2729.388192,6,-0.04895697467982573,-0.050032135974780276,-0.004629316980530973,0.0,False,False,False,False,0.0
