timestamp,robot_id,move_x,move_y,move_w,actuation_kick_strength,actuation_front,actuation_chip,actuation_charge,actuation_dribbler,actuation_dribbler_velocity
606.813328128,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813420544,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813475584,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813430272,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813522176,7,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813504256,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813523712,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813595904,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.813764608,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.824707072,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.824871936,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.824988928,7,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.825025024,7,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.8250112,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.825314304,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.825349632,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.825348352,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.825367552,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.825515008,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.827818752,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.827850496,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.827881472,4,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.827890432,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.827901184,5,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.82799872,7,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.828027136,8,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.841345024,0,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.84138752,1,0.0,0.0,0.0,0.0,False,False,False,False,0.0
606.841419264,2,0.0,0.0,0.0,0.0,False,False,False,False,0.0
