timestamp,team,robot_id,position_x,position_y,position_w
2185.476423936,robots_blue,6,3291.464111328125,2082.7587890625,-2.434722900390625
2185.476423936,robots_blue,5,1920.3330078125,-1405.928955078125,1.1282684803009033
2185.476423936,robots_blue,12,4743.966796875,2197.812744140625,-0.9650906920433044
2185.476423936,robots_blue,2,1121.5938720703125,466.4302673339844,1.4804511070251465
2185.476423936,robots_yellow,3,3005.66455078125,-4.026449203491211,-3.140420913696289
2185.476423936,robots_yellow,2,4193.95654296875,-18.13988494873047,3.0965018272399902
2185.476423936,robots_yellow,1,4193.4560546875,1800.352294921875,3.128721237182617
2185.476423936,robots_yellow,8,-7.921234607696533,1500.5537109375,-3.1207194328308105
2185.476423936,robots_yellow,7,4184.185546875,893.1423950195312,-3.131826400756836
2185.476423936,robots_yellow,0,5839.2724609375,-923.2378540039062,-1.717819333076477
2185.476423936,robots_yellow,5,2997.466552734375,2258.300537109375,3.107013702392578
2185.476423936,robots_yellow,6,5797.8056640625,-3194.037841796875,3.1155970096588135
2185.490513408,robots_blue,6,3291.05078125,2082.430908203125,-2.4071969985961914
2185.490513408,robots_blue,5,1919.8521728515625,-1405.77294921875,1.1502039432525635
2185.490513408,robots_blue,12,4744.7138671875,2197.825927734375,-0.9315313696861267
2185.490513408,robots_blue,2,1122.3538818359375,465.6582946777344,1.5206462144851685
2185.490513408,robots_yellow,3,3005.64599609375,-3.7049529552459717,3.1412129402160645
2185.490513408,robots_yellow,1,4194.26416015625,1799.23681640625,3.1257715225219727
2185.490513408,robots_yellow,8,-7.417166233062744,1500.658935546875,-3.1147959232330322
2185.490513408,robots_yellow,7,4183.99365234375,893.333740234375,-3.1363282203674316
2185.490513408,robots_yellow,2,4193.91259765625,-17.149227142333984,3.099500894546509
2185.490513408,robots_yellow,5,2996.296875,2258.2255859375,3.1067636013031006
2185.490513408,robots_yellow,0,5838.78955078125,-924.6287841796875,-1.7244033813476562
2185.490513408,robots_yellow,6,5796.90625,-3193.194091796875,3.118973970413208
2185.503662592,robots_blue,7,-4035.3916015625,-781.6536254882812,-0.30909597873687744
2185.503662592,robots_blue,1,-4041.760986328125,-560.6383056640625,-0.3098093867301941
2185.503662592,robots_blue,0,-5072.712890625,-228.36842346191406,-0.3401995301246643
2185.503662592,robots_yellow,8,13.138054847717285,1499.004150390625,-3.11442232131958
2185.506461696,robots_blue,6,3291.372802734375,2082.263671875,-2.3676717281341553
2185.506461696,robots_blue,5,1920.1561279296875,-1406.846923828125,1.1942775249481201
2185.506461696,robots_blue,12,4744.0126953125,2197.901123046875,-0.8997185230255127
2185.506461696,robots_blue,2,1122.66162109375,466.5657043457031,1.5463000535964966
2185.506461696,robots_yellow,3,3005.897705078125,-4.199872016906738,3.136178731918335
2185.506461696,robots_yellow,1,4194.203125,1800.1927490234375,3.1213691234588623
2185.506461696,robots_yellow,8,-7.61121129989624,1500.1180419921875,-3.1138129234313965
2185.506461696,robots_yellow,2,4194.50048828125,-16.692935943603516,3.095694065093994
2185.506461696,robots_yellow,5,2997.71044921875,2258.19921875,3.1047332286834717
2185.506461696,robots_yellow,0,5839.6025390625,-923.5867919921875,-1.725412368774414
2185.506461696,robots_yellow,7,4183.6572265625,893.1574096679688,-3.1265347003936768
2185.506461696,robots_yellow,6,5796.89453125,-3193.581787109375,3.1197454929351807
