timestamp,team,robot_id,position_x,position_y,position_w,velocity_x,velocity_y,velocity_norm
855.744210176,allies,0,5710.4599017177425,631.8830512643818,2.3897398885313703,-17.97631797013513,49.03780631840578,52.22886612099559
855.744210176,allies,1,4222.208957325119,-912.7670835902909,3.0435635432712638,-25.435772980760063,-21.857677778137727,33.537093269716436
855.744210176,allies,2,2991.049152293156,-2234.471639423518,3.111548457124502,-23.084943510410564,-55.17871153560754,59.81308237842818
855.744210176,allies,4,3275.403570021354,4567.227699380873,1.0363481480262975,34.65339112867115,471.4831888447627,472.7549628295221
855.744210176,allies,5,4200.018401399548,46.87323788790017,3.0777522673238016,-132.40276454776,-53.28847044219893,142.7240454231826
855.744210176,allies,7,4197.368010423602,-1828.925772830963,-3.1401203668663866,-0.1168307855467251,3.2357718260665247,3.237880285436346
855.744210176,allies,8,3096.9530435441657,357.28225632771336,-2.891937731473153,526.3676289362338,-1275.8183423660114,1380.1359800793216
855.744210176,enemies,0,-5097.994148803748,296.8194375728349,0.48238876030627753,-4.831559015421364,7.268883684910603,8.728151725552152
855.744210176,enemies,1,2906.0534715880117,4484.2592655439275,0.5450583523901357,36.92867350861525,290.56114832835163,292.89845995668236
855.744210176,enemies,2,3670.2113283288422,-2389.204166332494,-3.047411941770446,-1.2213716010774542,-1.725692610436687,2.1141815375303725
855.744210176,enemies,5,-4018.916971066498,960.9135951113547,0.46542879160221,-17.68277268493,-34.95095739175341,39.169501814895085
855.744210176,enemies,6,1572.1161479608581,1803.0815187842752,-1.8167188840131916,1.1325578095664222,-0.4440138782270024,1.216484901701651
855.744210176,enemies,7,-3953.3749584218845,640.7011496363896,1.9219897636980239,-283.134073435245,269.3436141769165,390.7824024158692
855.744210176,enemies,10,-4018.4113450548925,-1490.6227222357059,0.6798469659679709,-43.42231281635661,-17.865588974806226,46.953983001852414
855.758534656,allies,0,5710.344596704922,632.4079778074235,2.3910012713039976,-16.69154800028788,43.22568067871757,46.33645697271612
855.758534656,allies,1,4223.084535145961,-910.2404419893056,3.0344925667167675,-11.907783934224087,11.653423939201085,16.66126068852265
855.758534656,allies,2,2991.379463600169,-2233.972225000729,3.1127245485547053,-13.372378895816269,-36.69367326330841,39.05440019879587
855.758534656,allies,4,3278.8690453132226,4573.805077009634,1.0211122597810849,60.69140577845702,464.32544754127525,468.2750986009942
855.758534656,allies,5,4197.94494388174,46.22314982792658,3.0804078675253788,-127.60542259758833,-53.88678974374024,138.51689422303394
855.758534656,allies,7,4197.444448026467,-1829.1376857895932,-3.1400099056648263,-0.9061862759202505,0.46907961508837337,1.0203966150265635
855.758534656,allies,8,3100.626758960677,339.4390778762826,-2.891223234287386,482.1113074127385,-1242.8127037871275,1333.0471594920753
855.758534656,enemies,0,-5098.01074620554,296.85055121057167,0.4815425523298471,-3.5793598613541127,7.356596676423644,8.181157111108448
855.758534656,enemies,1,2904.7614415394305,4487.437829396258,0.5420269051621364,19.734984171737885,276.7591905718088,277.46192381337937
855.758534656,enemies,2,3669.9778501724177,-2389.115971630568,-3.0153513243033254,-2.9537888984826592,-1.3036091728998227,3.2286631494270135
855.758534656,enemies,5,-4019.0985470121514,960.4245739970893,0.46603896006351453,-16.476446449232558,-35.42517573210308,39.069378843856896
855.758534656,enemies,6,1572.0640336832068,1803.074175528446,-1.7852940184430444,0.8902639729872105,1.0975492599448027,1.413217718401647
855.758534656,enemies,7,-3956.1536917595654,642.3543768011664,1.9547564769427739,-264.3482904425453,239.10898985453784,356.44512577555855
855.758534656,enemies,10,-4018.803854452141,-1490.7724590972296,0.6792010549926787,-39.84645171573168,-17.238619140440537,43.41554680299788
855.775056896,allies,0,5710.13892444315,632.9660874668821,2.391582412309344,-15.038092739384457,40.56199434271595,43.25990774720686
855.775056896,allies,1,4223.7948234097485,-907.7680990734863,3.0285047412489003,0.06724560514754563,37.9777804589112,37.97783999329963
855.775056896,allies,2,2991.604339546808,-2233.6253272062504,3.1154789191805543,-6.582917202236351,-22.95757876146292,23.882738986143792
