timestamp,team,robot_id,position_x,position_y,position_w
1167.405190656,robots_blue,2,47.36112594604492,-2381.81884765625,1.4103665351867676
1167.405190656,robots_blue,1,-806.4148559570312,1144.4793701171875,-0.9694028496742249
1167.405190656,robots_blue,7,-371.0740051269531,-1178.0926513671875,-1.0557414293289185
1167.405190656,robots_blue,6,589.4664306640625,1775.3394775390625,-1.9202978610992432
1167.405190656,robots_yellow,7,3936.621826171875,-856.4681396484375,-2.759256362915039
1167.405190656,robots_yellow,5,2381.35546875,263.8597717285156,-2.7415997982025146
1167.405190656,robots_yellow,0,5605.91796875,-194.16099548339844,-2.8891797065734863
1167.405190656,robots_yellow,2,-510.1230163574219,-1035.705322265625,-1.2680755853652954
1167.405190656,robots_yellow,4,-127.20446014404297,-3080.044921875,1.708815097808838
1167.405190656,robots_yellow,1,-170.2545166015625,2645.317138671875,-1.509020209312439
1167.419280384,robots_blue,2,47.62975311279297,-2380.50048828125,1.4043736457824707
1167.419280384,robots_blue,1,-784.6318359375,1153.866943359375,-0.99943608045578
1167.419280384,robots_blue,6,620.5203857421875,1769.7479248046875,-1.9222337007522583
1167.419280384,robots_blue,7,-375.9403991699219,-1182.5933837890625,-1.0593948364257812
1167.419280384,robots_yellow,7,3936.813232421875,-856.4153442382812,-2.7574987411499023
1167.419280384,robots_yellow,5,2362.310791015625,263.67547607421875,-2.7385621070861816
1167.419280384,robots_yellow,0,5605.05419921875,-193.31784057617188,-2.8808329105377197
1167.419280384,robots_yellow,4,-119.81816864013672,-3056.678955078125,1.7055822610855103
1167.419280384,robots_yellow,2,-512.7958984375,-1033.18798828125,-1.2486858367919922
1167.419280384,robots_yellow,1,-171.0406036376953,2646.6220703125,-1.51466965675354
1167.432101376,robots_blue,12,-3094.09228515625,-1120.8013916015625,-0.45498350262641907
1167.432101376,robots_blue,6,658.1474609375,1760.2235107421875,-1.9343225955963135
1167.432101376,robots_blue,5,-1316.7230224609375,-90.11222076416016,-0.1834677755832672
1167.432101376,robots_blue,7,-369.67242431640625,-1189.9100341796875,-1.0970606803894043
1167.432101376,robots_blue,10,-3200.899169921875,-1264.3572998046875,-0.4147755801677704
1167.432101376,robots_blue,1,-756.4876708984375,1163.8580322265625,-0.9894830584526062
1167.432101376,robots_blue,0,-5656.15673828125,-192.25515747070312,-0.3660399615764618
1167.432101376,robots_yellow,2,-495.14508056640625,-1032.9390869140625,-1.2814409732818604
