timestamp,position_x,position_y,velocity_x,velocity_y,acceleration_x,acceleration_y,velocity_norm,acceleration_norm
214.318013696,5902.952619840661,2941.6130617385234,1031.5687424383455,-374.8340897375098,-13645.680108154618,5265.156626428548,1097.5585019511157,14626.22507398649
214.320220928,5895.771641058288,2943.260477286258,837.7650469533372,-311.28288293055675,-20531.490720700076,7427.624792925539,893.7266400316631,21833.728982440804
214.334305792,5878.932614466093,2946.5753363959307,487.86417346588127,-202.06258663430754,-23801.824833483588,8197.125418230311,528.0537289603157,25173.790547433127
214.34518656,5869.310696130428,2948.13855598006,334.3796792959034,-158.18687267102746,-22785.759070564534,7761.618643356628,369.90925456315773,24071.425807099902
214.35484416,5858.9625643239,2948.0766387743984,199.89144706142656,-124.50598947879827,-21865.475425527067,7317.9134541377125,235.49592782977317,23057.555657670608
214.363774976,5850.712405717466,2948.7451641720127,-21.442669932203643,-78.93544388350853,-22423.52095717051,6860.229526643206,81.7960414378835,23449.45716375738
214.373894912,5844.192516769196,2950.0920400415785,-109.24627102876156,-58.35565889953171,-21054.58158823818,6370.589228072902,123.85528111182066,21997.268306965223
214.376902912,5840.366463966852,2950.8800019325636,-183.23146361279225,-39.07700719992639,-21415.65697404064,6347.7220914839,187.35202627510895,22336.605368329547
214.3884672,5833.73482956971,2952.09496380274,-244.55277052597114,-21.882334154340256,-19820.443196455835,5858.323091738993,245.52982328012723,20668.089363826904
214.391501568,5830.622904370163,2953.4579162251343,-293.78125335618006,-5.535326612881616,-19531.559541132694,5800.949998160513,293.83339610098665,20374.80893137332
214.40528768,5821.351161564208,2955.544513873196,-365.16619482439296,24.819395284137414,-17556.748699839387,5387.128054414146,366.0086777998532,18364.655553098946
214.42103296,5811.582268364759,2956.0785431674135,-415.8708240966413,42.02278896353678,-15216.59885240909,4640.949553096295,417.98858492438944,15908.591810387314
214.435720192,5804.269449403835,2956.563455599567,-442.3218352119047,45.23733270858057,-12913.818764844178,3819.784427948343,444.6290838168531,13466.90269390992
214.446129152,5800.435949837155,2957.2387924767163,-448.11508969763855,46.69944720403534,-11720.768465049383,3456.232560462944,450.5418648515198,12219.736368813376
214.449957376,5796.943647658522,2956.7772756820004,-451.7328906211838,46.668400292415114,-10759.369692273287,3121.949610460128,454.13714234229235,11203.151589854577
214.459800064,5792.701350653937,2956.4599292012545,-455.1849375779686,44.088252573837,-9764.155634214994,2788.3470829107123,457.315100792521,10154.487417095414
214.462740224,5790.872262354959,2957.040086101765,-456.2716302556105,41.54420673928507,-8980.386062752628,2437.6558595773213,458.15905719488836,9305.34792072888
214.477927424,5784.946967951118,2957.4331163072675,-448.1948680773034,39.74077590058649,-7269.648295611405,1957.377032823009,449.95329650977334,7528.553060881541
214.491156736,5779.613053775021,2957.0353949658315,-434.2026397637447,33.773677053750035,-5772.834987658968,1460.6699869239126,435.51417157141424,5954.761171150344
214.50493824,5774.620167621763,2956.8059399371546,-418.8773409015942,25.919158683638383,-4438.847022603185,954.7960229153588,419.6784834938027,4540.374250593022
214.519655168,5770.471653086917,2956.6992477714703,-397.70719490753237,19.408142248611764,-3144.035289032314,592.3785756727034,398.1804727341112,3199.354665490609
214.534508544,5767.317275824923,2956.2492091773256,-370.5892541469278,13.475853239586296,-2130.046121086539,362.1683500377673,370.8341865439473,2160.616206484828
214.54525952,5765.802317530029,2955.858594310492,-354.7340233851588,9.754405784235367,-1803.9422307930263,292.56270644999165,354.8681104005063,1827.512109192129
214.550554624,5764.3560019926,2956.0506224348364,-338.4137966845216,6.734046352570038,-1381.5254354101635,207.9244908561741,338.4807899522679,1397.0845080320091
214.563848448,5761.997462444152,2955.4781241822247,-307.64597317349825,2.959372171256723,-669.399854269087,93.84344474645756,307.6602065485831,675.9458240253847
214.573952768,5760.658682352648,2954.7743407225594,-293.1305932731099,-0.9852412100142325,-489.26946670460404,45.71919798135878,293.13224901550376,491.40091179551786
214.576771328,5760.538900226431,2953.5169047268723,-278.04598448522256,-7.248356465422819,-12.106238186672954,-179.8883021934829,278.14044682463293,180.29520866924412
214.588656128,5759.828631891605,2952.0070324990224,-261.6888502942446,-15.709502465428844,103.56973436108822,-233.84675885315474,262.1599565838286,255.75573600948206
214.591212032,5758.958085387501,2952.3100435976517,-245.93594521545694,-23.032936297419838,607.3296901160631,-503.2347437130777,247.012156185685,788.7297127511048
214.605819904,5756.49162801499,2952.0807652587,-221.05644966444729,-28.933115352110725,866.0102743682634,-512.0216706931792,222.94187381967717,1006.0516818587548
214.622209792,5754.162343436451,2951.089628113583,-202.92712383541442,-31.80488379803274,949.244491535824,-481.41134068749164,205.40440166052915,1064.3411030556103
214.634159104,5752.443209050529,2949.278508780199,-187.14722870468307,-38.35974307516957,1021.7249039185521,-571.3222425069994,191.03809855794728,1170.6113292082052
214.645694464,5751.1764005466275,2947.821010556559,-180.39068348886255,-44.38535586731024,961.8104496894238,-569.6325144733404,185.77098402346573,1117.8374401839437
214.648594432,5749.6269352638665,2947.4033675654905,-175.67058721518458,-50.4399259430635,966.5319127528542,-737.5199651953028,182.76854582140086,1215.7794361772087
214.65978624,5747.62437641515,2946.6378318856487,-173.61188521144703,-55.09958638087336,872.570861207705,-709.8028970264734,182.14568648753664,1124.811122124924
214.66316032,5746.989290056323,2946.5210327039485,-171.87441703693207,-57.976823214274944,785.3538813893276,-740.7209654754818,181.38943536436884,1079.5592932804627
214.676893952,5744.92763821129,2946.356453860115,-165.91444277513824,-58.48195591884608,685.4093075884499,-612.9581694585044,175.91970182295807,919.5127168423495
214.691278336,5743.436311454338,2946.4107088433157,-159.2816071077074,-52.62239512230859,644.1405689690748,-381.5350524058971,167.74905910681716,748.6561752942229
214.706377728,5741.939676916182,2946.5984285257264,-147.30034730477297,-44.69516229741822,681.3469215209856,-179.2902048728027,153.93196500044846,704.5414147014039
214.71771008,5740.731324200397,2946.8014307012386,-142.73756370804003,-39.91249340724846,640.428724722556,-123.16978430728415,148.21274986751456,652.1654293322074
214.720457216,5739.929071785851,2946.0575779813753,-139.22061266647057,-36.54259833679342,652.4620081054262,-2.694578410983837,143.93658494084,652.4675722009318
214.733520896,5737.761231361565,2944.649239895044,-134.80953370828578,-36.878091886019824,553.0107151771617,-69.76559680445361,139.76267040880109,557.394016471506
214.748505856,5734.863337465815,2943.4388199407153,-135.15886296103284,-41.75034417025374,377.59693372042165,-163.79891114247022,141.46027525511852,411.59388679440247
214.763084544,5732.406743563177,2943.017700533845,-138.3758051319739,-44.20544649252025,197.6983201725266,-181.5963659239809,145.26522276692754,268.4434128747345
214.77705856,5731.255555108809,2943.0399386559106,-136.67510553923398,-41.44540035170498,174.36101174795505,-69.197818870476,142.8208867234546,187.59024642609145
214.791902208,5729.76563250683,2943.1091939774215,-128.3741342009157,-35.933669160560484,255.1433331442973,44.61700891515438,133.308465264496,259.01505348631156
214.805974784,5727.477284017575,2942.9965339054324,-124.67671799724717,-29.920962349939202,213.77383153541456,138.767558115077,128.21680076538945,254.86405441833708
214.81988352,5726.122335641544,2942.003103133096,-123.11759360288167,-27.297579725009022,168.33553012594018,133.96337416320645,126.10749269336677,215.13492584880905
214.834546688,5724.653597511666,2940.724110087095,-116.24851628997733,-31.747490316633282,225.97266788340318,-5.475593255827192,120.50568733892126,226.03899829862564
214.845515776,5723.363279819091,2940.1957143561426,-114.70167616840678,-34.16603575126631,206.8863837352267,-29.9208685286833,119.68204758776005,209.038834068099
214.848896512,5722.480618211225,2940.198487160805,-114.27177837978357,-35.657978758926156,164.95810172981942,-81.2364816551645,119.70601815802914,183.87642937042074
214.86245504,5720.490699389876,2940.2099106402648,-114.58709914719893,-34.96005673129572,63.845277809732856,-46.879444253461436,119.8015394626689,79.20796545875525
214.877023488,5718.600167097412,2939.9476668722373,-115.57214006210768,-31.329676119767303,-8.588998446508143,18.406985313324874,119.7433428809508,20.312262371264236
214.88813952,5717.631636307427,2939.602979055477,-115.24649436875018,-30.350030998682108,-15.181116284524371,22.547636879208973,119.1758316350565,27.182020169238996
214.906255104,5714.5656256456705,2939.126379858877,-116.12118079750081,-29.870781412115644,-92.3485016668034,16.9424234733612,119.90159386753899,93.88978364686061
214.917511936,5713.539617707104,2939.248797198341,-116.48986900820756,-28.322191544790492,-96.67930084221017,26.330906432050597,119.88342719262391,100.200817585846
214.919916032,5713.168854888632,2938.8422569424188,-115.90346341011164,-26.943560475849193,-111.24816822804408,69.5915527545047,118.99398422430787,131.221717519922
214.931781632,5712.3199710312665,2938.3722211255517,-114.36985383002238,-26.696154096972556,-96.96722664767024,62.44678179402117,117.4442340375635,115.33535277689467
214.936669952,5711.661644198587,2937.4736062134875,-112.16722126994352,-28.13322516501558,-65.44345543563918,21.078099929696528,115.64153183699158,68.75414282792538
214.950060032,5710.175506686768,2936.249597265557,-107.96046516636272,-34.66326933653678,-22.271127671278546,-105.43938378685883,113.38873083351234,107.76579597025625
214.973748224,5707.933329051564,2936.1312146688715,-104.07822685178822,-38.013534212052235,-7.504118965761277,-144.61971240020037,110.80300577106722,144.81427076144453
214.977880832,5707.663082256769,2936.1211129184094,-101.96031030464323,-36.094807143696116,19.51105748746854,-92.64083148583569,108.16071366332488,94.6731483719978
214.988246016,5707.235429561024,2936.0694763192228,-98.88310291699214,-33.91964476590999,37.338823001600645,-65.93748099268204,104.53903741444144,75.77558381698664
214.991380992,5706.622287213526,2935.4936010890688,-95.88761244937376,-32.64125519602698,97.76958559297879,-29.312232770668913,101.29109418904238,102.0690886459984
215.00631424,5704.623072576555,2934.584152719306,-92.90598706718197,-33.70951513680595,83.27541099535208,-62.00421670305124,98.83245339303245,103.82348946844228
215.019548672,5702.490480594191,2934.394305980823,-95.97520525732571,-34.21339188423445,-85.058115632136,-66.59211442742638,101.89109975071425,108.02496349828249
215.033633024,5701.125979238241,2934.577832833761,-99.2333656595281,-30.618248309240922,-176.54721799069705,32.99755202211816,103.84959311255844,179.60445044515765
215.045114112,5700.612690326273,2934.6763938923177,-98.2599068818475,-27.890981745870505,-159.05690859156954,50.78700464475156,102.14164754485715,166.96832038291853
215.04813056,5700.473304923163,2934.675102499009,-95.73194895204665,-25.076329610011605,-91.73117759142136,130.08221569780017,98.9617519896814,159.17283619750543
215.05967232,5700.070686687385,2934.6665276421886,-92.3036090107169,-22.52780918591668,-61.15919856266137,136.97240734318984,95.01293818801926,150.0062930087127
215.0626624,5699.382242248792,2934.4650870346754,-89.20401825692865,-20.581458208724094,17.97099146578946,181.00993556855775,91.54754663659708,181.89984416924852
215.073768448,5698.500472707355,2934.2556969998127,-87.30475353177776,-19.393676257423934,25.249270932052372,171.75674633368766,89.4328500497565,173.6027234628965
215.079227648,5697.666667457153,2933.4745026518553,-86.28508089377256,-19.800206823067004,25.411967867010762,143.5745633339825,88.52775482909924,145.80611560362527
215.090892288,5695.954747463581,2932.530199186837,-86.57242839091256,-24.708797836528426,-43.06312973524989,-18.58422064067689,90.02949543358618,46.90209376367247
215.104952576,5694.143242752657,2932.1317513308086,-90.53283542796352,-28.600041473731437,-177.50535440269573,-108.97593135213114,94.94291265242438,208.28803243511376
215.117738752,5693.186315355947,2932.0279982616885,-91.55896980793497,-28.82884983340643,-174.86233299156706,-102.10506917260197,95.99035125994406,202.4901988986023
215.119675392,5693.4090569017935,2931.6285066346413,-90.68938990935875,-28.908708331016758,-159.77200915794236,-111.06541024459345,95.18549710696215,194.58319625076948
215.13467392,5692.584091169397,2930.8785560390374,-84.44742230504865,-30.6936592438864,-24.268647841410754,-146.4969555579184,89.85247827270564,148.49351923834632
215.14854528,5691.225384342914,2930.9432612479127,-81.18876418835214,-30.884616164612993,3.4983773133130107,-119.01229023712548,86.8646933228186,119.06369669765884
215.162847488,5689.88271487002,2931.062417105637,-79.6844887843336,-25.75510493684736,-3.9056633984468707,1.6093812301916728,83.74331724459334,4.22425313233722
215.173883136,5689.065023445136,2930.8652568471553,-79.47597262979102,-23.876246440704882,-8.849545889505613,16.14903671145823,82.98497074500034,18.41482688375026
