timestamp,game_state_name
298.04488064,DefendFreeKick
298.070739456,DefendFreeKick
298.097174528,DefendFreeKick
298.125950464,DefendFreeKick
298.147661056,DefendFreeKick
298.173131008,DefendFreeKick
298.198773504,DefendFreeKick
298.224347648,DefendFreeKick
298.251428352,DefendFreeKick
298.275896832,DefendFreeKick
298.301038592,DefendFreeKick
298.327174912,DefendFreeKick
298.351820544,DefendFreeKick
298.377143552,DefendFreeKick
298.377463552,DefendFreeKick
298.403359744,DefendFreeKick
298.428990464,DefendFreeKick
298.455002624,DefendFreeKick
298.48081792,DefendFreeKick
298.509173248,DefendFreeKick
298.532582912,DefendFreeKick
298.558788352,DefendFreeKick
298.58575104,DefendFreeKick
298.616390656,DefendFreeKick
298.639831552,DefendFreeKick
298.662140672,DefendFreeKick
298.687128576,DefendFreeKick
298.720083968,DefendFreeKick
298.742940672,DefendFreeKick
298.76798336,DefendFreeKick
298.794178304,DefendFreeKick
298.817490688,GameRunning
298.8429504,GameRunning
298.874098944,GameRunning
298.897108224,GameRunning
298.921524224,GameRunning
298.946107392,GameRunning
298.971891456,GameRunning
299.001134592,GameRunning
299.024080128,GameRunning
299.048462336,GameRunning
299.074919936,GameRunning
299.10318464,GameRunning
299.130345472,GameRunning
299.157637632,GameRunning
299.178038784,GameRunning
299.203772672,GameRunning
299.228658432,GameRunning
299.254714624,GameRunning
299.278856192,GameRunning
299.30662272,GameRunning
299.30690944,GameRunning
299.330376192,GameRunning
299.3561152,GameRunning
299.388339968,GameRunning
299.409321728,GameRunning
299.434310144,GameRunning
299.465330944,GameRunning
299.48848512,GameRunning
299.517444608,GameRunning
299.541252608,GameRunning
299.562654464,GameRunning
299.588796928,GameRunning
299.613876224,GameRunning
299.646212864,GameRunning
299.667515392,GameRunning
299.69107072,GameRunning
299.718146816,GameRunning
299.746473472,GameRunning
299.768600832,GameRunning
299.802200832,GameRunning
299.82508672,GameRunning
299.848635904,GameRunning
299.876179456,GameRunning
299.899800576,GameRunning
299.924296704,GameRunning
299.926563328,GameRunning
299.94938496,GameRunning
299.97497472,GameRunning
300.000465152,GameRunning
300.027409664,GameRunning
300.027880192,GameRunning
300.058724352,GameRunning
300.07862784,GameRunning
300.112182528,GameRunning
300.130044672,GameRunning
300.157697024,GameRunning
300.1851392,GameRunning
300.215424512,GameRunning
300.233647104,GameRunning
300.25824256,GameRunning
300.28469632,GameRunning
300.309554432,GameRunning
300.340928256,GameRunning
300.362073344,GameRunning
300.387349504,GameRunning
300.416301824,GameRunning
300.441768192,GameRunning
300.465403904,GameRunning
300.49130496,GameRunning
300.5178304,GameRunning
300.544694016,GameRunning
300.568115712,GameRunning
300.598367232,GameRunning
300.621578496,GameRunning
300.647927808,GameRunning
300.674550784,GameRunning
300.700457472,GameRunning
300.724995584,GameRunning
300.752101376,GameRunning
300.777736448,GameRunning
300.79936,GameRunning
300.826191616,GameRunning
300.855429632,GameRunning
300.876492032,GameRunning
300.905223936,GameRunning
300.931884288,GameRunning
300.952755968,GameRunning
300.978006272,GameRunning
301.007825408,GameRunning
301.029766912,GameRunning
301.05562496,GameRunning
301.08492544,GameRunning
301.111243776,GameRunning
301.134328064,GameRunning
301.16137472,GameRunning
301.183315712,GameRunning
301.21459968,GameRunning
301.218197248,GameRunning
301.235946752,GameRunning
301.263020032,GameRunning
301.291825664,GameRunning
301.315083264,GameRunning
301.347613952,GameRunning
301.363125504,GameRunning
301.394101504,GameRunning
301.422343424,GameRunning
301.44271616,GameRunning
301.469467904,GameRunning
301.49403264,GameRunning
301.526637568,GameRunning
301.541444352,GameRunning
301.56986752,GameRunning
301.597930496,GameRunning
301.619682048,GameRunning
301.645398272,GameRunning
301.677594368,GameRunning
301.701218304,GameRunning
301.720417792,GameRunning
301.747711232,GameRunning
301.7780032,GameRunning
301.801371648,GameRunning
301.826084352,GameRunning
301.854252544,GameRunning
301.878256384,GameRunning
301.902152448,GameRunning
301.911144192,GameRunning
301.929245696,GameRunning
301.943757056,GameRunning
301.971504896,GameRunning
301.997177088,GameRunning
302.023986944,GameRunning
302.055907072,GameRunning
302.073667072,GameRunning
302.103094528,GameRunning
302.125654016,GameRunning
302.154756608,GameRunning
302.179923456,GameRunning
302.202652416,GameRunning
302.229060352,GameRunning
302.253565184,GameRunning
302.280626432,GameRunning
302.305307904,GameRunning
302.330642176,GameRunning
302.356104704,GameRunning
302.38461824,GameRunning
302.40655104,GameRunning
302.432303616,GameRunning
302.458519552,GameRunning
302.485220608,GameRunning
302.509123072,GameRunning
302.5347456,GameRunning
302.559947776,GameRunning
302.586603264,GameRunning
302.613151488,GameRunning
302.639020544,GameRunning
302.66516096,GameRunning
302.687401984,GameRunning
302.715235584,GameRunning
302.738958592,GameRunning
302.76380544,GameRunning
302.791928832,GameRunning
302.816033536,GameRunning
302.840111872,GameRunning
302.868584448,GameRunning
302.892545024,GameRunning
302.918391808,GameRunning
302.948636928,GameRunning
302.951700224,GameRunning
302.97695872,GameRunning
303.003650304,GameRunning
303.03047424,GameRunning
303.058220288,GameRunning
303.083767552,GameRunning
303.107821568,GameRunning
303.132295936,GameRunning
303.157832704,GameRunning
303.183497216,GameRunning
303.212268032,GameRunning
303.236766976,GameRunning
303.263462144,GameRunning
303.289950976,GameRunning
303.314578176,GameRunning
303.342817536,GameRunning
303.36741248,GameRunning
303.393515264,GameRunning
303.417210624,GameRunning
303.42352128,GameRunning
303.444751872,GameRunning
303.473370368,GameRunning
303.498045696,GameRunning
303.528654336,GameRunning
303.551770368,GameRunning
303.555471872,GameRunning
303.580577024,GameRunning
303.605156608,GameRunning
303.633940224,GameRunning
303.658710528,GameRunning
303.683636992,GameRunning
303.705204224,GameRunning
303.730276608,GameRunning
303.756728576,GameRunning
303.783568128,GameRunning
303.811602176,GameRunning
303.834764544,GameRunning
303.86992,GameRunning
303.887909632,GameRunning
303.913521152,GameRunning
303.941624832,GameRunning
303.966182144,GameRunning
303.987462656,GameRunning
304.014610176,GameRunning
304.040697344,GameRunning
304.06811008,GameRunning
304.0948928,GameRunning
304.1184512,GameRunning
304.142338048,GameRunning
304.167480832,GameRunning
304.168096768,GameRunning
304.197604864,GameRunning
304.228116992,GameRunning
304.248425472,GameRunning
304.276171776,GameRunning
304.304256768,GameRunning
304.32875904,GameRunning
304.348452864,GameRunning
304.379254016,GameRunning
304.403795968,GameRunning
304.425216256,GameRunning
304.433917184,GameRunning
304.453257216,GameRunning
304.47895424,GameRunning
304.50675712,GameRunning
304.527151872,GameRunning
304.541856,GameRunning
304.556715008,GameRunning
304.579746304,GameRunning
304.5919872,GameRunning
304.608211456,GameRunning
304.63385216,GameRunning
304.657204224,GameRunning
304.683714048,GameRunning
304.707428352,GameRunning
304.734427648,GameRunning
304.736257024,GameRunning
304.762135296,GameRunning
304.786468864,GameRunning
304.812614656,GameRunning
304.84139904,GameRunning
304.865594112,GameRunning
304.893744896,GameRunning
304.916598784,GameRunning
304.942109184,GameRunning
304.9752192,GameRunning
304.99779584,GameRunning
305.02901632,GameRunning
305.046497024,GameRunning
305.0718784,GameRunning
305.103542016,GameRunning
305.12690048,GameRunning
305.154867968,GameRunning
305.175694336,GameRunning
305.209377792,GameRunning
305.228918784,GameRunning
305.25076096,GameRunning
305.276097536,GameRunning
305.30389632,GameRunning
305.331523072,GameRunning
305.363901184,GameRunning
305.379457536,GameRunning
305.405225728,GameRunning
305.432050176,GameRunning
305.45760384,GameRunning
305.484363776,GameRunning
305.518957824,GameRunning
305.53451648,GameRunning
305.558670336,GameRunning
305.588776448,GameRunning
305.620786944,GameRunning
305.642934016,GameRunning
305.664282368,GameRunning
305.690355712,GameRunning
305.716627712,GameRunning
305.739681024,GameRunning
