kick_event,timestamp,timestamp_original,id_jogador_chutou,cor_jogador_chutou,id_goleiro,cor_goleiro,gol,ball_position_x,ball_position_y,ball_velocity_norm,ball_acceleration_norm,kicker_position_x,kicker_position_y,kicker_position_w,kicker_velocity_norm,goalkeeper_position_x,goalkeeper_position_y,goalkeeper_velocity_norm,num_blue_on_field,num_yellow_on_field,feat_dist_goal,feat_angle_goal,feat_visible_angle,feat_min_dist_opponent,feat_opponents_in_cone,feat_robot_orientation,feat_orientation_to_goal_diff
kickEvent470,4832.200259328,4832.200259328,7,blue,6,yellow,0,3257.8872,71.01622,1016.88792483192,31807.154437423,3093.6567,112.53758,-0.13707133,1079.37166903486,5878.615,4.7915783,29.5191008835418,6,7,2743.03224760974,-1.48353500920467,36.3205788481751,161.096644002692,4,-7.85360870124495,6.37007369204027
kickEvent471,4891.658812416,4891.658812416,4,blue,6,yellow,0,800.915075,-2495.098,2914.26142416166,1025720.30198936,629.722975,-2616.68555,0.416332495,4029.15008235418,5737.4185,-187.99324,229.623888007774,7,7,5766.80137398248,25.6368608289843,16.0890725418663,626.440948892951,3,23.8540948376514,1.78276599133288
kickEvent472,18.938939392,18.938939392,6,yellow,0,blue,0,58.08261175,1630.68585,4604.11461837481,96795.7564753286,208.902465,4096.9611,-2.1005719,2050.30315978005,-5590.4053,27.066662,166.298032964945,8,8,6273.71510926165,-164.934478361041,15.7946872512631,479.156690456382,2,-120.353904433776,-44.5805739272645
kickEvent473,61.161033344,61.161033344,6,blue,1,yellow,0,-814.25049,-4366.90275,226.031407347703,38520.8332577367,-1106.38595,-4444.43225,0.69275231,759.494107098262,5848.76,-80.97053,62.8932785243713,8,8,8093.44483940076,32.653721873134,10.7355866763734,801.851400066271,6,39.6917836109385,-7.03806173780446
kickEvent474,352.38144768,352.38144768,5,yellow,0,blue,0,4964.179,4218.427,59.4057342451169,7756.38611795134,5184.5996,3855.8293,3.0938969,1487.65115908502,-5586.58,173.44424,23.905584748691,8,7,11747.6954122232,-158.955956351157,8.18565513875917,354.783172918277,4,177.267234618609,23.776809030234
kickEvent475,423.137638144,423.137638144,6,yellow,0,blue,0,2360.7852,3104.8596,1626.97717804177,20515.7893904966,3276.2385,2806.0305,-2.6144466,1608.72423335495,-5590.9077,198.6827,96.7574028313615,8,7,8918.68164563862,-159.627026993682,10.8212832979974,2079.8943823187,7,-149.796755942328,-9.83027105135464
kickEvent476,431.323334912,431.323334912,6,yellow,0,blue,0,3338.7263,-2437.5137,423.210778605124,12446.407786278,3473.5195,-2383.822,-2.9577413,549.704887705861,-5589.305,-112.840775,64.539804266835,8,7,9651.59478759854,165.371519408714,10.3168700536003,367.909256173014,4,-169.466093381537,-25.1623872097485
kickEvent477,491.46480768,491.46480768,4,blue,1,yellow,0,-1151.9113,-4307.9665,330.995957677038,195265.92137518,-1493.4695,-4238.4243,-0.8400419,2947.92350589809,5845.4463,-70.18791,9.26242246502833,7,7,8349.15628121728,31.062732456256,10.5834906665208,472.760186881903,5,-48.1308554841508,79.1935879404067
kickEvent478,507.566776576,507.566776576,6,blue,1,yellow,0,803.908265,4353.1665,1316.95041693498,596169.757871819,517.996575,4470.23735,-0.80687565,2364.46883207589,5844.737,127.66141,51.9984226110495,7,7,6778.6007328399,-39.955503100613,11.7061328719899,793.603550472906,5,-46.230569336875,6.27506623626202
kickEvent479,767.054621824,767.054621824,9,blue,1,yellow,0,827.73829,4378.10145,2171.15083513669,236665.950655735,570.5965575,4234.825575,-0.82042315,7233.08570921445,5687.2295,252.51927,95.0763347752358,7,7,6776.43442403335,-40.2465068625768,11.6612970118618,668.038158584846,5,-47.0067839098285,6.76027704725169
kickEvent480,816.91098112,816.91098112,4,blue,1,yellow,0,2284.548,-2231.1074,203.233204032924,17893.9619756449,2092.268,-2392.0107,0.45131007,1047.51130946043,5808.8726,129.3022,344.649301970115,7,6,4333.86937904672,30.9845725356148,20.4110032020112,128.721280827841,3,25.8581622627537,5.12641027286105
kickEvent481,904.055232512,904.055232512,4,blue,1,yellow,0,3810.166,-4330.5186,99.720540001987,13110.6467084381,3693.6877,-4652.1357,1.2206101,841.722825465781,5696.496,-734.7737,138.486810526218,7,7,4852.70690362626,63.175427363747,9.83433548165049,796.801253976831,3,69.9358071610414,-6.76037979729433
kickEvent482,985.129746432,985.129746432,2,blue,1,yellow,0,-5074.5244,4309.346,228.424790819674,31042.8930846066,-5328.0215,4351.2227,-0.20464188,1127.00555615242,5846.3813,45.487404,81.1115920841616,7,7,11883.4150661294,-21.2621283885382,8.08059022494312,793.953830048228,4,-11.7251160356227,-9.53701235291556
kickEvent483,1029.598163968,1029.598163968,5,yellow,0,blue,0,1951.3081,3273.1094,649.311914610151,14705.4522001975,2054.3992,3287.3267,-2.734579,934.475998458718,-5588.0156,190.98369,72.2420720770865,7,7,8598.63626661193,-157.625771577207,11.07396582677,378.854529169733,3,-156.679835445105,-0.945936132101823
kickEvent484,1118.541958656,1118.541958656,2,blue,1,yellow,0,1456.2897,1257.1659,420.11954732466,15092.494570028,1278.6495,1372.8816,-0.45545936,712.678579666788,5863.4004,-496.6771,360.602246797747,8,7,4714.42142690372,-15.4658441686647,20.9018479125505,151.415111594385,3,-26.0958990677296,10.6300548990649
kickEvent485,1681.583508992,1681.583508992,6,yellow,0,blue,0,-1107.6226,712.88888,985.005288379395,188205.870768019,-810.29863,749.477935,-2.8573097,2229.65001031161,-5579.2197,66.729744,45.3470214679767,8,6,4944.04360612428,-171.709538595009,339.563728938847,237.067565680842,8,-163.711786571791,-7.99775202321711
kickEvent486,1693.03997312,1693.03997312,2,yellow,0,blue,0,-1289.9765,2074.9688,7593.34583526878,1619865.0605739,-117.470968,3123.2194,-2.45401715,629.382824993717,-5593.507,195.13057,148.89367269232,8,6,5146.82590452851,-156.224436025507,18.2703396843352,1197.28764958186,4,-140.604825547723,-15.619610477784
kickEvent487,1726.244805888,1726.244805888,6,yellow,0,blue,0,2297.565,3463.899,181.019830316599,12030.1204833005,2414.1748,3410.3655,-2.976754,485.527994694121,-5603.589,208.88913,105.527649604621,8,6,8991.5616669979,-157.341429984755,10.5701728867365,250.164744528181,3,-170.555440848686,13.2140108639313
kickEvent488,1731.199651328,1731.199651328,9,blue,1,yellow,0,-2853.1472,-885.667,110.495464495148,14627.8852539458,-2958.1218,-955.3793,1.6240096,705.522515852905,5849.593,-16.60184,61.5091251868761,8,6,8897.33788162262,5.71285044045321,11.4962390032579,675.876835130931,4,93.048895968729,-87.3360455282758
kickEvent489,1831.471436928,1831.471436928,3,blue,1,yellow,0,-1371.419675,548.40011,714.542221262114,153238.858119787,-1587.4131,673.632,-0.13795918,573.879263111041,5817.6035,-277.44147,300.039356330361,8,6,7391.79076446467,-4.2547075682604,13.8471616452256,928.839187763228,4,-7.90447875908564,3.64977119082524
kickEvent490,2022.902673664,2022.902673664,1,blue,1,yellow,0,-3905.1797,4274.065,110.275683123156,13196.2269511942,-4224.115,4356.0913,-0.65702575,822.745034180713,5846.6396,47.53945,54.8940720151522,7,7,10787.9662825538,-23.3401000067793,8.77003210692069,789.963765498709,6,-37.6448025064175,14.3047024996383
kickEvent491,2241.163218688,2241.163218688,1,blue,1,yellow,0,-1706.7882,3761.965,516.560463517866,26571.4699524477,-1922.0885,3665.3818,-0.5001052,615.493864208476,5801.468,257.08627,634.123006972909,7,7,8575.95271797159,-26.0186944755456,10.797644272965,123.742971654959,5,-28.6539172725459,2.63522279700034
kickEvent492,2247.94844096,2247.94844096,0,yellow,0,blue,0,-981.975075,1869.530775,714.596639965014,156665.331627474,-815.2324325,1871.617525,-2.46545985,1749.38484324276,-5591.5635,207.85817,52.5398417521153,7,7,5354.97147206158,-159.566464374037,17.9596774316229,365.894187413713,3,-141.260443963957,-18.3060204100799
kickEvent493,2642.748814336,2642.748814336,8,blue,1,yellow,0,5311.536,2004.3599,96.0991567086516,9211.90649985248,5198.1865,2260.7268,-1.184918,1532.5114493525,5810.477,822.4314,42.2340552370837,6,7,2119.30207569002,-71.0432631789091,18.6041006115673,644.034234495784,1,-67.8908004690825,-3.15246270982664
kickEvent494,2980.937388544,2980.937388544,2,blue,1,yellow,0,233.905195,-2876.8207,103.701211865597,17756.6172350215,105.6549375,-3062.70285,0.39579575,2982.49360845304,5842.023,-90.329445,251.460491975494,6,7,6443.90771505897,26.5155316504726,14.3014744079681,1875.52222274667,4,22.6774260242151,3.83810562625751
kickEvent495,2998.322157312,2998.322157312,7,yellow,0,blue,0,3214.8174,-271.15515,131.39875675565,10923.3179806983,3348.7053,-123.9606,-2.6477115,593.69926301638,-5579.145,-6.0527835,40.4275398798298,6,7,9218.80604149552,178.314501180183,348.85286796584,477.009549033627,6,-151.702694318252,-29.9828045015642
kickEvent496,3006.503597824,3006.503597824,6,yellow,0,blue,0,99.21631,-1049.25595,2197.91810718729,318122.434064939,726.436465,-885.82098,2.7625476,680.331780280884,-5584.2344,-115.685425,237.692733962564,6,7,6188.81068096128,170.238878380812,16.3215987494361,442.191527674675,3,158.282318183995,11.9565601968171
kickEvent497,3081.466390272,3081.466390272,7,yellow,0,blue,0,3937.641,2244.5813,350.12274233095,13687.0128080725,4035.234,2291.6035,-2.6592963,525.518380514536,-5582.452,122.93994,75.2029378844046,6,7,10187.9759450634,-167.272364669926,9.85357206933591,227.254766888134,4,-152.366454464756,-14.9059102051702
kickEvent498,19.07234688,19.07234688,8,blue,1,yellow,0,14.6593113,-12.80708,2141.89633818409,573348.676118044,-171.518725,-17.345669,0.029437898,3123.0393328533,5638.094,-477.31894,750.244159396852,8,8,5985.35439060261,0.12259795225832,17.1026258711111,719.160862785601,6,1.68666731313661,-1.56406936087829
kickEvent499,31.290561024,31.290561024,4,blue,1,yellow,0,3395.1973,-1055.8077,1122.72042045103,68268.84857115,3304.181,-1097.3849,0.52540654,1093.88352080222,5824.145,-842.6333,18.38819270543,8,8,2810.64530051492,22.0642459835324,33.4778357627985,188.021976692221,2,30.1035772705715,-8.03933128703911
kickEvent500,154.591437312,154.591437312,1,blue,1,yellow,1,3812.2427,2010.1533,517.183244555723,48219.0850579487,3701.001,2006.9614,0.37324178,252.188220937126,5845.594,880.84283,18.0201582161927,8,8,2971.02647130654,-42.5773913156932,26.1603489519099,88.4116803438324,1,21.3851787319504,-63.9625700476436
kickEvent501,232.161426944,232.161426944,9,yellow,2,blue,0,-542.4099425,-285.60626,1580.29001182902,858580.342450617,4026.6836,-219.46625,3.121904,518.279715782415,-5881.6265,-12.183736,75.0309324998068,8,8,5465.0581123602,177.004333547669,341.320422886443,349.94556269621,8,178.87192324501,-1.86758969734048
kickEvent502,299.948902912,299.948902912,7,yellow,2,blue,0,3247.4692,-4287.332,133.865919388827,14325.8010681885,3302.4324,-4375.3433,2.20865,378.449341986376,-5885.8354,-84.35745,34.7394759614639,8,8,10192.982992391,155.126514103255,9.17238182296131,776.666459367991,3,126.546323421569,28.5801906816857
kickEvent503,347.506820864,347.506820864,6,blue,1,yellow,0,2859.8198,4298.267,89.9783791074231,12028.9182164288,2702.476,4439.6743,-0.9109107,425.433287937053,5858.5845,910.69946,220.854540203029,8,8,5323.14107381732,-53.8492975766077,11.6041599165161,909.927752387149,2,-52.1913386233075,-1.65795895330022
kickEvent504,372.507099392,372.507099392,2,blue,1,yellow,1,2966.2168,-1377.708,760.483597071897,60292.355118994,-5887.079,-28.891401,-0.15742794,203.016883625173,5613.863,358.5099,421.082495493648,8,8,3331.95435711029,24.4238486795902,27.9500614283335,274.993552187774,2,-9.01995653943875,33.443805219029
kickEvent505,519.207793408,519.207793408,10,yellow,2,blue,0,1269.9742,1320.247,18256.3999799498,35129884.4265568,2422.4443,1293.188,-3.139056,707.785759390648,-5884.7617,39.890495,43.0971972613577,8,8,7388.88198644928,-169.707104674784,13.6742995861955,1555.64416171638,5,-179.854660455218,10.1475557804343
kickEvent506,574.250643712,574.250643712,10,blue,1,yellow,0,5015.274,-2809.8486,616.085908659498,12453.4729390737,4946.6045,-2956.4338,1.4428504,1238.32186765078,5895.7197,-917.8196,26.4473089393212,8,8,2977.40397830022,70.6867232649446,12.4102763736407,565.038911051098,1,82.6692383887626,-11.9825151238181
kickEvent507,994.253648896,994.253648896,10,blue,1,yellow,0,5114.7656,-4271.1675,100.622964266733,11879.679968954,5052.305,-4403.3164,1.3305453,476.552400752636,5898.612,-939.9218,24.4529560682209,8,8,4361.93899040319,78.2907630359992,4.99901255909236,820.951388173727,3,76.234630140968,2.05613289503123
kickEvent508,1488.256077312,1488.256077312,5,blue,1,yellow,0,3619.6433,39.33118,396.695396117916,22844.0541673351,3539.2432,97.974556,-0.54008293,723.794165482676,-5482.463,362.71548,29.0730478644821,8,8,9619.72370502163,-179.765739956267,349.310272405397,101.411099394203,8,-30.9444724760595,-148.821267480208
kickEvent509,1787.21350656,1787.21350656,4,blue,1,yellow,1,-3919.7104,-745.3026,674.827005355801,19419.8323027453,-3878.9578,-836.107,2.0240896,772.996738394967,-5717.9033,-775.8177,294.075645149823,8,8,2209.76939643822,160.288988609677,317.406620413645,123.904535453106,6,115.971791436323,44.3171971733543
kickEvent510,2154.819651584,2154.819651584,9,blue,1,yellow,0,-4682.632,2277.6409,382.544933168293,19879.419125822,-4727.424,2359.5217,-1.3319007,298.748393592597,-5746.74,675.01886,58.8841569465089,8,8,2631.1796815833,-120.044720849718,21.2011784255393,797.242042295017,1,-76.31228884052,-43.7324320091975
kickEvent511,2174.048418816,2174.048418816,0,yellow,2,blue,0,-4970.083,4272.2583,305133.553415826,41339032.8325715,-5145.3936,4473.1655,-0.44102138,803.440695157478,5887.3735,65.56839,64.9959944054112,8,8,11772.6340301909,-21.2782423638706,8.15560751736131,1155.90860143141,4,-25.2686637490353,3.99042138516466
kickEvent512,55.805713664,55.805713664,4,yellow,5,blue,0,2434.0232,-1866.2977,490.627949043248,28863.5217970182,2480.3704,-1947.4203,1.8330687,321.261791074352,4910.687,-570.8056,1489.14190120698,7,8,4024.83013842367,27.6258630389694,22.640696358454,788.354492331419,2,105.027100067532,-77.401237028563
kickEvent513,239.791968768,239.791968768,4,blue,0,yellow,0,2635.3992,157.7727,971.217203851816,29761.841430733,3110.7131,509.91113,3.0832121,1761.81527516784,-5733.8003,1.2824233,104.921072954497,7,7,8636.84036950006,-178.953296312421,348.103882760719,1575.93526837303,7,176.655040673668,4.39166301391156
kickEvent514,270.292525312,270.292525312,1,blue,0,yellow,0,2381.1816,76.46131,2674.08390731341,46557.9320064415,2107.1707,1598.4515,-2.6711586,2119.98437073764,-5703.189,15.328076,466.694369559196,7,7,8381.53037005209,-179.477306538019,347.742740041805,324.548125351066,7,-153.046114190074,-26.4311923479457
kickEvent515,355.821666048,355.821666048,14,yellow,5,blue,1,4620.9717,2292.9963,990.77635769367,24156.7661461258,4485.2065,2334.2363,-0.43285814,968.136415739814,5051.228,-183.16942,3147.68228167005,7,7,2675.73374684676,-58.9769259740901,21.3521833061588,1393.83855621439,0,-24.8009445498829,-34.1759814242072
kickEvent516,629.908524544,629.908524544,2,blue,0,yellow,0,1675.8835,-1055.7261,1395.71524640739,101524.14272971,2049.7864,-959.4602,2.8027346,2289.85210984104,-5686.753,-66.08397,29.3424749326848,6,7,7748.14462331425,172.168783472885,13.1319271389912,671.386307091141,3,160.584863675287,11.5839197975983
kickEvent517,664.018476288,664.018476288,12,yellow,5,blue,1,3858.652,-2372.0117,1485.94273030326,64007.8144938363,3766.8564,-2387.8726,0.4028764,1774.12115012522,4836.7983,-1436.245,354.808537190148,6,8,3195.5923961045,47.9256626945481,22.2919804643888,472.50782016882,2,23.0831173854244,24.8425453091238
kickEvent518,706.780937984,706.780937984,9,yellow,5,blue,0,2738.7947,-802.59705,4033.71342832513,277694.591933896,2224.1753,-2313.3916,0.74856067,449.145289831268,4434.76,-134.62773,744.554083934837,6,8,3358.51485532174,13.8259810035379,29.2787351081785,849.208922191491,3,42.8893671004852,-29.0633860969473
kickEvent519,994.011448576,994.011448576,12,yellow,5,blue,0,3567.7004,741.8407,5176.50499570089,190013.161385176,4326.0874,4038.6829,-1.4563006,742.210253020581,5574.364,-152.49355,2215.21718097459,5,8,2542.91348030889,-16.9614757604118,37.7403698570901,1613.73902429789,1,-83.4398780823695,66.4784023219577
kickEvent520,1035.339433984,1035.339433984,15,yellow,5,blue,0,1791.5815,-1434.9982,755.686628336882,25271.0958854691,1872.771,-1491.258,2.778546,444.211196846879,4436.5283,-531.1604,139.858886437683,6,8,4446.3475016181,18.828491928997,21.7783527828377,450.69262740725,4,159.198958982957,-140.37046705396
kickEvent521,1039.596566784,1039.596566784,12,yellow,5,blue,1,2968.8027,-92.65691,4026.28305166032,47167.3418097771,3236.3606,3003.0366,-1.6432507,1222.15114145941,4860.796,-938.57605,1521.17466485686,6,8,3032.61312641392,1.75085841615002,33.0467825020205,1004.06317942637,2,-94.1513297919182,95.9021882080682
kickEvent522,1090.540464896,1090.540464896,2,yellow,5,blue,1,4751.945,-2692.13,3176.15713644153,194574.814199677,4822.415,-2747.2573,2.4280972,156.727911774019,5320.152,-937.5237,1191.52822664827,6,8,2967.35660477891,65.1278494509254,15.6943423772166,1844.31625890157,1,139.119721807533,-73.9918723566071
kickEvent523,1153.025657856,1153.025657856,4,yellow,5,blue,1,3120.7732,-620.76245,6966.68832124825,247948.953451279,3240.8174,-574.0551,-2.8471093,391.542014789162,5158.897,-287.04138,503.449460272086,6,8,2945.38503173494,12.1667566005786,33.3817339141088,657.31532458439,1,-163.127346702446,175.294103303025
kickEvent524,1576.440112896,1576.440112896,15,yellow,5,blue,0,-4190.269,-1800.5812,2116.85988369336,85286.5192074153,-3104.8972,-1435.5168,2.7980072,1495.4668451411,-5170.685,-1389.5698,1636.47652713058,6,8,2552.8844372894,135.145207331653,29.7164768406313,493.889086350903,1,160.314003607217,-25.168796275564
kickEvent525,1603.883856384,1603.883856384,14,yellow,5,blue,1,-2383.6228,-249.78705,3542.73708658684,128628.995683645,-2368.9258,-156.91174,-1.6022232,760.232727536551,-5320.8745,-433.08002,1492.37132153334,6,8,3624.99346523929,176.048794600632,332.169819749714,1144.11636128512,6,-91.8006271979452,-92.1505782014231
kickEvent526,1764.285887488,1764.285887488,10,yellow,5,blue,0,-4032.4922,2732.064,1100.22087350274,37847.9710649565,-3956.5974,2787.7317,-2.371705,1198.56042788411,-4978.1504,1491.6113,567.922912517976,6,8,3366.78788211506,-125.759711477209,18.5969315238873,228.431772564874,2,-135.888686750075,10.1289752728657
kickEvent527,1776.6722848,1776.6722848,7,blue,0,yellow,0,-173.6901825,-2206.8021,12191.3813183358,20563481.2588833,-786.18715,-2087.64645,0.397894535,23918.3853597098,5632.7817,-180.85838,109.7858240858,6,9,6556.25090871767,19.6695659518791,14.7614878396472,1083.90715852603,3,22.7976775468204,-3.12811159494135
kickEvent528,1876.60184064,1876.60184064,2,yellow,5,blue,0,-1892.4305,27.632687,3320.3761754622,185069.790468619,-1916.1494,119.71214,-1.1473984,711.054958881337,-5283.443,-366.6946,985.666976008122,5,8,4107.66244508006,-179.614562222576,335.283748139442,1623.43777413433,5,-65.7410857400634,-113.873476482513
kickEvent529,1885.58782208,1885.58782208,12,yellow,5,blue,1,-3984.382,-1852.988,310.315724464594,11586.2755807041,-3968.7424,-1982.8209,2.5419896,549.97284383747,-4123.319,-1654.949,874.510563942226,5,8,2737.93360950699,137.407205443197,28.4851621945261,138.647368829307,1,145.645275646148,-8.2380702029515
kickEvent530,1962.98828288,1962.98828288,1,blue,0,yellow,0,-155.37968,235.716445,5029.11818968876,3122897.53556437,-500.55384,62.63916,-0.0916482395,8084.38840199209,5715.92,29.904085,143.113219420422,6,8,6159.8913340578,-2.19303474041283,16.6134313405497,590.291495804607,3,-5.25105732315416,3.05802258274133
kickEvent531,2048.776733952,2048.776733952,15,yellow,5,blue,0,-3036.5498,-1434.2762,2153.11411625811,25259.5618045447,-2549.8132,-2718.3696,2.501183,111.280701028644,-4906.9185,-511.0362,980.246386549206,5,8,3292.2918014305,154.173545726165,28.0071163761921,872.642957250604,1,143.30722968987,10.8663160362948
kickEvent532,2069.94872192,2069.94872192,10,yellow,5,blue,1,-3367.3745,-965.1223,418.559837888638,32493.3468616995,-3289.6572,-892.971,-2.4483733,779.969664779341,-4787.5947,-601.4961,1400.53550869723,5,8,2803.95757407411,159.867029308925,33.8992102134008,755.155538102774,2,-140.281456762518,-59.8515139285576
kickEvent533,2146.635102464,2146.635102464,10,yellow,5,blue,1,-1817.9261,-774.58185,3442.00223810342,110827.116760845,-1792.4612,-972.67975,1.6531993,188.330898443619,-6032.9634,656.09436,30.0473997888676,5,8,4253.2010471421,169.506884187413,336.460143049313,3162.71879481517,2,94.721342583982,74.7855416034308
kickEvent534,2334.6180032,2334.6180032,7,blue,0,yellow,0,1391.0986,-4296.494,785.786459633472,39276.9465811354,1032.36275,-4410.96765,0.6548122575,3295.60428576955,5596.097,-472.8531,45.5535052659658,6,8,6300.93904167926,42.9908485396352,12.0413044116441,117.948751480505,4,37.5179787281837,5.47286981145146
kickEvent535,2409.4397312,2409.4397312,15,yellow,5,blue,0,-1976.8699,1366.5027,4984.65682705585,371921.332608194,-513.12401,94.290225,2.86069735,1446.32213571279,-5136.02,384.33188,1171.42022340657,5,8,4248.87107719607,-161.239349721258,22.781315140716,1513.4661038615,1,163.905884619259,34.8547656594835
kickEvent536,2447.025316352,2447.025316352,12,yellow,5,blue,1,-3238.882,953.481,1380.84159553175,55693.8436655346,-3214.0522,853.3301,2.0389175,2231.88224753122,-4561.36,428.42828,372.31567856526,5,8,2921.11256669184,-160.948965259245,32.7629972433199,951.032783751045,2,116.821367525365,82.2296672153897
kickEvent537,226.689748224,226.689748224,7,yellow,2,blue,0,-3310.3171,-1427.5233,2402.22317570002,27583.0498366434,-3585.2356,-2738.7747,2.2815714,581.590258245714,-5804.3413,-106.42637,358.598940867517,8,8,3045.03150633869,152.043302990762,29.7748678315195,921.028467686998,2,130.724411877755,21.3188911130076
kickEvent538,1427.671022848,1427.671022848,1,yellow,2,blue,0,1272.1582,-3175.1536,1513.49231895586,94037.9113596097,1353.1794,-3235.5195,2.810189,1140.52346157138,-5682.7314,-169.6247,62.2313910567276,8,8,7935.10461616104,156.413062545692,11.8925728982816,578.362478057299,4,161.011969334089,-4.59890678839721
kickEvent539,1603.87228672,1603.87228672,14,blue,6,yellow,0,1741.5381,-2511.7454,789.402092717094,14120.1081678926,1563.091,-2537.309,0.10724859,1571.15988227629,5811.2476,-181.52522,31.5174790321479,7,8,4944.02292755331,30.5331477139693,17.9699229212218,2725.26796776849,2,6.14489156572897,24.3882561482403
kickEvent540,1625.429636352,1625.429636352,14,blue,6,yellow,0,5744.0913,-4228.0205,93.3376114067693,14395.5014047621,5740.5,-4394.959,1.5100871,345.489635139617,5879.5386,-901.70886,19.3406448195796,7,8,4235.75809167095,86.5362934322629,1.54019764086746,812.029741049144,2,86.5216175271499,0.0146759051129884
kickEvent541,1687.95839488,1687.95839488,14,blue,6,yellow,0,5762.728,-4304.4463,103.4695089801,13191.25260466,5739.266,-4444.8604,1.5396234,383.322570687222,5877.531,-901.24585,63.8950254493645,7,8,4310.98085724904,86.844904274388,1.37644641602404,819.617255085744,3,88.2139228595822,-1.36901858519416
kickEvent542,1744.187785728,1744.187785728,14,blue,6,yellow,0,5690.971,-4205.917,88.6235630534616,13830.6107206791,5665.1387,-4352.682,1.511435,298.832806433635,5877.8716,-901.4589,30.7728518342555,7,8,4217.25464416485,85.7977539938714,1.87682233209439,791.402350232858,2,86.5988465083556,-0.801092514484152
kickEvent543,1808.217709568,1808.217709568,7,yellow,2,blue,0,2683.7075,-3064.6702,753.788009453709,21540.2832667964,2810.7515,-3193.0425,3.0783205,766.991434768329,-5707.0547,-142.77075,46.1867740458688,7,8,9208.63613030314,160.560949351167,10.542359745606,405.762141190636,3,176.374772638601,-15.8138232874345
kickEvent544,1968.446332928,1968.446332928,4,blue,6,yellow,0,5756.4644,-4253.7725,105.007323073027,11866.1527434122,5669.167,-4536.5015,1.6419189,520.159597947708,5878.819,-901.8099,39.4152836447115,7,8,4260.73820719176,86.7232976130071,1.44783352250103,871.697390037311,2,94.0750232727627,-7.35172565975559
kickEvent545,2443.596573696,2443.596573696,7,yellow,2,blue,0,-3670.5693,1842.1981,4616.94538663408,325890.060333176,-3320.4292,1420.9995,2.268027,821.289846707283,-5914.0874,-3.2720168,23.0495486236931,8,7,2969.83858580666,-141.66177691152,27.630771885861,2905.01866035821,1,129.948374921718,88.3898481667627
kickEvent546,2588.463618816,2588.463618816,9,blue,6,yellow,0,1619.7244,2050.1404,387.954544160882,30808.5948055467,1549.7449,2107.0518,-0.8747384,435.533463459246,-5700.285,110.19271,22.4434583662437,8,7,7890.70818061773,-164.940794096931,12.5814126686283,413.38649563538,3,-50.1188184980264,-114.821975598905
kickEvent547,2747.07143552,2747.07143552,1,yellow,2,blue,1,-984.81036,-3360.818,1485.93369080064,24969.9833476796,-1165.9138,-3387.9343,0.44972828,1760.18196532216,5664.716,-199.5475,278.05722523388,7,7,7751.30140004163,25.695043127707,11.9758247081423,955.760370389275,4,25.7675323716777,-0.0724892439707027
kickEvent548,2835.077746176,2835.077746176,1,yellow,2,blue,1,5114.0186,-2884.342,750.656913812192,44061.6033300701,5051.4336,-3010.0137,1.174563,1054.6060720005,5788.025,-839.9945,111.916177777647,7,6,3017.34847409277,72.9246479441623,10.883469801913,919.388992901791,2,67.2975026722245,5.62714527193775
kickEvent549,3292.979444224,3292.979444224,4,yellow,14,blue,0,-490.38315,2150.0415,824.625241520314,45274.5896327453,-663.5068,2150.5173,-0.2635625,763.7938116336,5807.625,60.958145,141.015982546634,7,6,6837.23276520013,-18.3282642247663,14.2687299517595,476.511181748416,3,-15.1010188879168,-3.22724533684958
kickEvent550,4404.651969792,4404.651969792,9,blue,6,yellow,0,-2424.4504,2068.7622,344.164466534579,49947.3321517879,-2504.497,2115.0227,-0.72490793,449.14077277236,-5880.876,166.16753,80.4088354037765,5,5,4130.89965772699,-149.946935688318,21.6013529253408,335.818193599632,3,-41.5341649245649,-108.412770763753
kickEvent551,4433.466913024,4433.466913024,9,blue,6,yellow,1,-1970.4313,1019.2987,200.122703791437,23520.9945475464,-1835.5238,1033.0541,-2.7361066,225.490077325502,-5878.508,65.92162,31.8323439541021,5,6,4156.4881508121,-165.804529352109,23.7728420918005,1312.60736819837,2,-156.767360477889,-9.03716887421972
kickEvent552,95.201271808,95.201271808,0,yellow,5,blue,0,4133.1206,4291.9146,100.309974503783,7977.34177177304,3936.112,4329.06,-0.9931098,551.486728677629,5815.968,238.96338,509.52880057521,8,8,4680.35998912878,-66.4921210801561,9.05070800338734,2032.85117163712,1,-56.9010001330813,-9.59112094707483
kickEvent553,191.057811456,191.057811456,4,blue,7,yellow,0,5681.847,-4507.5947,802.445823991078,57943.1473893668,5776.809,-4476.0493,-2.6746573,541.901959302346,-5843.628,-44.69761,41.8749365962761,8,7,12521.3401563442,158.900234393458,7.67792757770685,1919.09598066023,4,-153.246574933856,-47.8531906726856
kickEvent554,388.759817728,388.759817728,6,blue,7,yellow,0,1540.0319,1596.8729,385.976495254498,21465.198931277,1655.6912,1621.6854,-2.6673646,552.724598441707,-5845.7246,26.030148,28.6292108197638,7,7,7707.27475258097,-168.042250215948,13.0417789199715,779.384726041607,3,-152.828734002601,-15.2135162133472
kickEvent555,443.384294656,443.384294656,6,blue,7,yellow,0,4943.448,-4289.3213,64.8723158629783,8040.80818812887,5130.1313,-4390.7017,2.8189795,352.39393295854,-5183.4043,-180.91333,777.792716334309,7,6,11754.0346836028,158.597136551879,8.16164377410615,1946.66458771872,5,161.515627883899,-2.91849133201961
